"SourceFile"	"FileName"	"Make"	"Model"	"DateTimeOriginal"	"TriggerMode"	"Sequence"	"EventNumber"	"MoonPhase"	"AmbientTemperature"	"SerialNumber"	"Contrast"	"Brightness"	"Sharpness"	"Saturation"	"NewFileName"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl82LzIwMTkvSU1HXzAwMDEuSlBH"	"IMG_0001.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:15 10:40:25"	"M"	"1 2"	1	1	11	"S750HK04275838"	159	223	16	0	"vj_tr_sn_6_2018-08-15_0001.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl82LzIwMTkvSU1HXzAwMDIuSlBH"	"IMG_0002.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:15 10:40:26"	"M"	"2 2"	1	1	11	"S750HK04275838"	159	223	16	0	"vj_tr_sn_6_2018-08-15_0002.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl82LzIwMTkvSU1HXzAwMDMuSlBH"	"IMG_0003.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:15 10:41:55"	"M"	"1 2"	2	1	12	"S750HK04275838"	159	223	16	0	"vj_tr_sn_6_2018-08-15_0003.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl82LzIwMTkvSU1HXzAwMDQuSlBH"	"IMG_0004.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:15 10:41:55"	"M"	"2 2"	2	1	12	"S750HK04275838"	159	223	16	0	"vj_tr_sn_6_2018-08-15_0004.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl82LzIwMTkvSU1HXzAwMDUuSlBH"	"IMG_0005.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:15 13:00:00"	"T"	"0 0"	1	1	17	"S750HK04275838"	159	223	16	0	"vj_tr_sn_6_2018-08-15_0005.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl82LzIwMTkvSU1HXzAwMDYuSlBH"	"IMG_0006.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:16 01:00:00"	"T"	"0 0"	2	1	2	"S750HK04275838"	143	239	16	0	"vj_tr_sn_6_2018-08-16_0001.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl82LzIwMTkvSU1HXzAwMDcuSlBH"	"IMG_0007.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:16 13:00:00"	"T"	"0 0"	3	1	19	"S750HK04275838"	159	223	16	0	"vj_tr_sn_6_2018-08-16_0002.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl82LzIwMTkvSU1HXzAwMDguSlBH"	"IMG_0008.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:17 01:00:00"	"T"	"0 0"	4	2	10	"S750HK04275838"	143	239	16	0	"vj_tr_sn_6_2018-08-17_0001.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl82LzIwMTkvSU1HXzAwMDkuSlBH"	"IMG_0009.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:17 13:00:00"	"T"	"0 0"	5	2	15	"S750HK04275838"	159	223	16	0	"vj_tr_sn_6_2018-08-17_0002.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl82LzIwMTkvSU1HXzAwMTAuSlBH"	"IMG_0010.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:17 20:37:14"	"M"	"1 2"	3	2	16	"S750HK04275838"	143	239	16	0	"vj_tr_sn_6_2018-08-17_0003.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl82LzIwMTkvSU1HXzAwMTEuSlBH"	"IMG_0011.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:17 20:37:15"	"M"	"2 2"	3	2	16	"S750HK04275838"	143	239	16	0	"vj_tr_sn_6_2018-08-17_0004.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl82LzIwMTkvSU1HXzAwMTIuSlBH"	"IMG_0012.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:17 20:48:43"	"M"	"1 2"	4	2	16	"S750HK04275838"	143	239	16	0	"vj_tr_sn_6_2018-08-17_0005.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl82LzIwMTkvSU1HXzAwMTMuSlBH"	"IMG_0013.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:17 20:48:44"	"M"	"2 2"	4	2	16	"S750HK04275838"	143	239	16	0	"vj_tr_sn_6_2018-08-17_0006.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl82LzIwMTkvSU1HXzAwMTQuSlBH"	"IMG_0014.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:17 20:49:51"	"M"	"1 2"	5	2	16	"S750HK04275838"	143	239	16	0	"vj_tr_sn_6_2018-08-17_0007.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl82LzIwMTkvSU1HXzAwMTUuSlBH"	"IMG_0015.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:17 20:49:52"	"M"	"2 2"	5	2	16	"S750HK04275838"	143	239	16	0	"vj_tr_sn_6_2018-08-17_0008.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl82LzIwMTkvSU1HXzAwMTYuSlBH"	"IMG_0016.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:17 20:50:52"	"M"	"1 2"	6	2	16	"S750HK04275838"	143	239	16	0	"vj_tr_sn_6_2018-08-17_0009.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl82LzIwMTkvSU1HXzAwMTcuSlBH"	"IMG_0017.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:17 20:50:53"	"M"	"2 2"	6	2	16	"S750HK04275838"	143	239	16	0	"vj_tr_sn_6_2018-08-17_0010.JPG"
