"SourceFile"	"FileName"	"Make"	"Model"	"DateTimeOriginal"	"TriggerMode"	"Sequence"	"EventNumber"	"MoonPhase"	"AmbientTemperature"	"SerialNumber"	"Contrast"	"Brightness"	"Sharpness"	"Saturation"	"NewFileName"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl8yLzIwMTkvSU1HXzAwMDEuSlBH"	"IMG_0001.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:15 10:44:31"	"M"	"1 2"	1	1	10	"S750HK02272727"	159	223	16	0	"vj_tr_sn_2_2018-08-15_0001.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl8yLzIwMTkvSU1HXzAwMDIuSlBH"	"IMG_0002.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:15 10:44:32"	"M"	"2 2"	1	1	10	"S750HK02272727"	159	223	16	0	"vj_tr_sn_2_2018-08-15_0002.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl8yLzIwMTkvSU1HXzAwMDMuSlBH"	"IMG_0003.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:15 10:45:46"	"M"	"1 2"	2	1	10	"S750HK02272727"	159	223	16	0	"vj_tr_sn_2_2018-08-15_0003.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl8yLzIwMTkvSU1HXzAwMDQuSlBH"	"IMG_0004.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:15 10:45:47"	"M"	"2 2"	2	1	10	"S750HK02272727"	159	223	16	0	"vj_tr_sn_2_2018-08-15_0004.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl8yLzIwMTkvSU1HXzAwMDUuSlBH"	"IMG_0005.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:15 12:19:43"	"M"	"1 2"	3	1	16	"S750HK02272727"	159	223	16	0	"vj_tr_sn_2_2018-08-15_0005.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl8yLzIwMTkvSU1HXzAwMDYuSlBH"	"IMG_0006.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:15 12:19:44"	"M"	"2 2"	3	1	16	"S750HK02272727"	159	223	16	0	"vj_tr_sn_2_2018-08-15_0006.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl8yLzIwMTkvSU1HXzAwMDcuSlBH"	"IMG_0007.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:15 13:00:00"	"T"	"0 0"	1	1	15	"S750HK02272727"	159	223	16	0	"vj_tr_sn_2_2018-08-15_0007.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl8yLzIwMTkvSU1HXzAwMDguSlBH"	"IMG_0008.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:16 01:00:00"	"T"	"0 0"	2	1	1	"S750HK02272727"	143	239	16	0	"vj_tr_sn_2_2018-08-16_0001.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl8yLzIwMTkvSU1HXzAwMDkuSlBH"	"IMG_0009.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:16 13:00:00"	"T"	"0 0"	3	1	15	"S750HK02272727"	159	223	16	0	"vj_tr_sn_2_2018-08-16_0002.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl8yLzIwMTkvSU1HXzAwMTAuSlBH"	"IMG_0010.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:17 01:00:00"	"T"	"0 0"	4	2	9	"S750HK02272727"	143	239	16	0	"vj_tr_sn_2_2018-08-17_0001.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl8yLzIwMTkvSU1HXzAwMTEuSlBH"	"IMG_0011.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:17 04:44:01"	"M"	"1 2"	4	2	10	"S750HK02272727"	143	239	16	0	"vj_tr_sn_2_2018-08-17_0002.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl8yLzIwMTkvSU1HXzAwMTIuSlBH"	"IMG_0012.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:17 04:44:01"	"M"	"2 2"	4	2	10	"S750HK02272727"	143	239	16	0	"vj_tr_sn_2_2018-08-17_0003.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl8yLzIwMTkvSU1HXzAwMTMuSlBH"	"IMG_0013.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:17 13:00:00"	"T"	"0 0"	5	2	15	"S750HK02272727"	159	223	16	0	"vj_tr_sn_2_2018-08-17_0004.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl8yLzIwMTkvSU1HXzAwMTQuSlBH"	"IMG_0014.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:17 20:37:14"	"M"	"1 2"	5	2	15	"S750HK02272727"	143	239	16	0	"vj_tr_sn_2_2018-08-17_0005.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl8yLzIwMTkvSU1HXzAwMTUuSlBH"	"IMG_0015.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:17 20:37:14"	"M"	"2 2"	5	2	15	"S750HK02272727"	143	239	16	0	"vj_tr_sn_2_2018-08-17_0006.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl8yLzIwMTkvSU1HXzAwMTYuSlBH"	"IMG_0016.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:17 20:38:15"	"M"	"1 2"	6	2	15	"S750HK02272727"	143	239	16	0	"vj_tr_sn_2_2018-08-17_0007.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl8yLzIwMTkvSU1HXzAwMTcuSlBH"	"IMG_0017.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:17 20:38:15"	"M"	"2 2"	6	2	15	"S750HK02272727"	143	239	16	0	"vj_tr_sn_2_2018-08-17_0008.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl8yLzIwMTkvSU1HXzAwMTguSlBH"	"IMG_0018.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:17 20:49:11"	"M"	"1 2"	7	2	15	"S750HK02272727"	143	239	16	0	"vj_tr_sn_2_2018-08-17_0009.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl8yLzIwMTkvSU1HXzAwMTkuSlBH"	"IMG_0019.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:17 20:49:11"	"M"	"2 2"	7	2	15	"S750HK02272727"	143	239	16	0	"vj_tr_sn_2_2018-08-17_0010.JPG"
"base64:Ly9hZC51aXQubm8vbnRmYWsvT2tvc3lzdGVtRmlubm1hcmsvYmlsZGVyIHNt5WduYWdlcmZvdG9ib2tzZXIvRGF0YS9JbWFnZXMgb3JnYW5pc2VkIGJ5IFJlZ2lvbl9zaXRlX3llYXIvVmVzdHJlIEpha29ic2Vsdi92al90cl9zbl8yLzIwMTkvSU1HXzAwMjAuSlBH"	"IMG_0020.JPG"	"RECONYX"	"SM750 SECURITY"	"2018:08:17 20:50:31"	"M"	"1 2"	8	2	15	"S750HK02272727"	143	239	16	0	"vj_tr_sn_2_2018-08-17_0011.JPG"
